图像名称,图像概念,图像叙事,类别,距离,图像情感类别,检查,概念
138920.jpg,营养治疗；控制总热量,图像叙事：,7,1,0,,
138921.jpg,夹子；钳子,夹子钳子剥瓜子剥壳器瓜子坚果开瓜子松子嗑葵花籽西瓜子开壳,15,1,0,1.0,
138922.jpg,会议中心；效果图,会议中心效果图路演厅效果图其他相关设施非,15,3,0,1.0,
138924.jpg,学生；打赌；钻研精神,"相反他喜欢和学生们打赌, 通过打赌激励学生的钻研精神",9,1,0,,
138928.jpg,养猫；猫爪子；锋利,"养猫的人应该都感受过猫爪子的锋利,猫爪所到之处,伤痕累累.",10,1,0,,
138930.jpg,树干倾斜；茂密大树,黑色背景下一棵树干倾斜的茂密大树,10,3,0,,
138933.jpg,武则天；杨贵妃,"深宫爱情故事，武则天,杨贵妃,万贵妃",14,1,0,,
138935.jpg,按摩椅,按摩椅；太占地儿,15,1,0,1.0,
138937.jpg,贝纳利；新品；机车,贝纳利国四新品——黄龙600新三色,6,1,0,,
138941.jpg,肯德基；壮乡风情,三月三壮乡风情正当时宾阳壮锦走进肯德基大放异彩,14,1,0,,
138942.jpg,人才高地；民生,兜住兜牢民生底线筑造湾区人才高地,10,3,0,1.0,
138946.jpg,凌情；吴浮桥,合阳洽吴浮桥实时凌情,10,3,0,,
138947.jpg,格里芬；隔扣,想隔扣?埃泽利正面颜帽格里芬,3,3,0,,
138949.jpg,自主划线；复试分数线,34所自主划线院校终于开始公布复试分数线了,9,1,0,,
138950.jpg,校园安全；师生身心健康,"在全校师生的共同努力下,校园安全稳定和师生身心健康得到有效保障",9,1,0,,
138952.jpg,在线网课；选择,怎么选择适合自己的在线网课,9,1,0,,
138953.jpg,最低转速；最高转速；主轴,计算转速级数及主轴最高转速和最低转速,6,1,0,1.0,
138954.jpg,交费期；豁免,"怎么选择交费期,豁免更多保费?",2,1,0,,
138955.jpg,胃肠；变虚,这可能使人们的胃肠在不知不觉中变虚,8,1,0,,
138958.jpg,中国科学院院士；歼20战斗机总设计师,"中国科学院院士,航空工业科技委副主任,歼20战斗机总设计师",6,1,0,,
138959.jpg,插作；空间,"插作时留出三分之一内壁及水面空间,以避免整体的繁杂,臃肿感.",14,1,0,,
138961.jpg,球队；成绩,"可事与愿违,球队没能取得大家满意的成绩.球员们怎能不伤心和苦闷.",3,3,0,,
138962.jpg,壹贰钱包；安卓版,壹贰钱包app安卓版下载,6,1,0,1.0,
138963.jpg,中国工艺美术领域；优秀作品,"该展是旨在打造发现,展示和收藏中国工艺美术领域优秀作品的展览品牌",14,1,0,,
138966.jpg,麻三胖；卤味,麻三胖卤味 猪尾180g 麻辣五香味 无添加尾巴卤菜即食,7,1,0,,
138967.jpg,保护头部；挤压伤害；护具,"是用于保护头部,防撞击,挤压伤害的护具.",0,1,0,1.0,
138969.jpg,阿富汗；巴基斯坦；梁子,阿富汗和巴基斯坦两国之间结下了深深的梁子,1,1,0,1.0,
138972.jpg,武梁祠西壁；孝子丁兰图,武梁祠西壁《孝子丁兰图》,14,1,0,,
138973.jpg,散养土鸡；预订,龙里山上散养土鸡开始预订,7,1,0,,
138975.jpg,科勒智能马桶；墙排水,图像叙事：,6,1,0,,
138976.jpg,孔子；世袭；曲阜知县,"历朝历代,曲阜知县一职都是由孔子后代世袭,由于孔圣人的地位特殊",14,1,0,,
138977.jpg,私人投资；日本,日本不同年龄段人口的私人投资支出分布,2,1,0,,
138979.jpg,平台；故障；动力电源,当平台出现故障时应及时切断动力电源进行维修,0,1,0,1.0,
138980.jpg,恒动健身银东家；会员,"经与""恒动健身银东家""协商对接,该公司的所有会员暂时到""恒动健身",5,1,0,,
138981.jpg,四六级成绩,你的考试会有非常满意的成绩#四六级成绩什么时候出,9,1,0,,
138982.jpg,吉尔吉斯斯坦族；主体民族,"主体民族为吉尔吉斯斯坦族,其余为乌兹别克族和俄罗斯人等民族.",10,3,0,,
138984.jpg,二手房交易成本；官办免中介费,十年前北京为降低二手房交易成本曾在海淀试行官办免中介费,1,1,0,1.0,
138985.jpg,样板间,样板间实拍,15,1,0,1.0,
138989.jpg,野庙,"那段时间,走访野庙的行程好似进入瓶颈,他有好一阵子不上山.",14,1,0,,
138990.jpg,楝树；落叶乔木,"楝树属楝科落叶乔木,亦称苦楝,高可达30米.",10,1,0,,
138991.jpg,射手榜；欧冠,本赛季欧冠射手榜,3,1,0,,
138992.jpg,来适可；副作用,长期服用来适可的副作用,8,1,0,,
138995.jpg,工作表现；实习证明,"其他福利线上面试经验分享与指导根据工作表现,提供实习证明有机会",0,1,0,1.0,
138996.jpg,坦克600；改名,"坦克600改名坦克500,不免让人联想到坦克品牌的产品线规划.",6,1,0,1.0,
138998.jpg,价格；下降；买入时机,"当价格沿支撑线下降时,虽未突破但开始回头也是买入时机.",2,1,0,,
139001.jpg,宝宝体质；生病,"宝宝体质不好老是生病, 妈妈用这四招, 孩子抵抗力",8,1,0,,
139002.jpg,快雪时晴帖；福,"有奖临《快雪时晴帖》获奖结果出炉,""福""字等你来拿!",14,1,0,,
139006.jpg,事故；农民工；惊魂未定,"谈起昨夜的那场事故,来自湖南的农民工依然惊魂未定",5,3,0,,
139008.jpg,雪窦山；旅游,雪窦山旅游服务中心购票地点就能享受溪口雪窦山景区免门票的特惠政策,10,3,0,,
139011.jpg,省教育考试院；发布,省教育考试院最新发布,9,1,0,,
139016.jpg,生产线；现代化,卡思迪莱现代化生产线——生产g20杭州峰会国宾护卫队礼宾服场景.,6,1,0,,
139017.jpg,邵阳社保深圳,社保 邵阳社保深圳,10,1,0,1.0,
139019.jpg,书画；画画,竟然在大宁!最会画画的空军,14,1,0,,
139020.jpg,前门；后门,从前门径直走到后门,10,3,0,,
139021.jpg,滨江越珑府；户型,滨江越珑府_上虞滨江越珑府户型怎么样,15,1,0,1.0,
139022.jpg,疏通方法；疏通工人服务,"我们可以教几招好用的疏通方法,或者可以安排的疏通工人服务.",15,1,0,1.0,
139023.jpg,吃药；抵抗力低,"抵抗力低,常要吃一些药",8,1,0,,
139024.jpg,委书记；调研；威宁,贵州省委书记调研威宁:彻底撕掉绝对贫困的标签,1,3,6,1.0,
139025.jpg,回响；破防,"跨越世纪的回响令千万人""破防"".",14,1,0,,
139026.jpg,电饭煲；小吃；甑糕,做过正宗西安名小吃—甑糕(电饭煲版),7,1,0,,
139029.jpg,winform；web,而对应的从winform界面调用web api的过程则如下所示.,6,1,0,,
139030.jpg,区块链；app开发,区块链app开发_企业报道_企丰网,6,1,0,,
139031.jpg,综合大学；第五；排名,"在全韩所有综合大学中排名第五,韩国艺术类大学综合排名.",9,3,0,,
139032.jpg,大理；风月；清欢,"我眼中的大理,无关风月,只关清欢.",10,3,0,,
139035.jpg,海军；集训,中国海军在美国集训组图:帅哥们学好本领打日本,12,3,0,,
139036.jpg,国产车；红旗l5,"这辆国产车价格比肩红旗l5,内饰堪比五星酒店",6,1,0,1.0,
139037.jpg,皮卡；越野车,"北汽bj40国六皮卡曝光,以bj40越野车为基础打造",6,1,0,1.0,
139038.jpg,校园；爱心捐衣,"【暴走校园】""衣 衣=爱""爱心捐衣物活动",9,3,0,,
139044.jpg,人人；大众,"查的是""人人"" 警示的是大众",5,1,0,,
139045.jpg,军体之星；比武竞赛,"直击阿勒泰支队""军体之星""比武竞赛",12,3,0,,
139049.jpg,白沙古井,白沙古井,14,1,0,,
139051.jpg,砂锅粉；舌尖,舌尖上的记忆砂锅粉,7,1,0,,
139054.jpg,人才需求；社发展情况,雷张锋同志向与会人员介绍了洛川县供销社发展情况和社有企业人才需求,5,3,0,,
139058.jpg,摩托车；运动性能,"这台摩托车定位于运动旅行车,强调舒适乘骑和一定的运动性能.",6,3,0,1.0,
139059.jpg,海螺沟；磨西镇,"海螺沟位于甘孜州泸定县磨西镇,贡嘎山东坡.",10,3,0,,
139062.jpg,督导室主任；市教育局党委委员,"市教育局党委委员,市政府教育督导室主任桑爱民对我区工作给予了充分",1,3,0,1.0,
139063.jpg,私家车；方法,咱们要说的这个方法就比较狠了，大家都知道我们现在很多私家车上为了防止碰瓷或者是意外事故的发生都装载了电子记录设备,5,3,0,,
139064.jpg,信息透明化；顾虑,"在这种顾虑的前提下,如何去把这些信息透明化?",6,1,0,,
139070.jpg,液压油；定期更换,"除发现液压油油质变坏时须更换外,还应定期更换.",6,1,0,1.0,
139074.jpg,萨拉赫；运动员；推射破门,"第26分钟,萨拉赫推射破门,但是越位在先进球无效.",3,3,0,,
139076.jpg,喇叭裤；九分裤春装,春装新款高腰微喇叭裤女鱼尾裤韩版修身松紧腰休闲西裤九分裤春装,11,1,1,,
139077.jpg,健身动作；腹肌,好的健身动作能提高锻炼的效率腹肌的锻炼需要科学地进行,3,3,0,,
139081.jpg,乐家花园；别墅车棚,"乐家花园别墅车棚系列,专为养护爱车设计.",10,3,0,,
139083.jpg,蜥蜴,蜥蜴,10,1,0,,
139085.jpg,狗狗；不可或缺,"而生活在这里的狗狗们,更是不可或缺的存在.",10,3,0,,
139086.jpg,夏季西裤；黑色西装裤,夏季西裤男士九分裤男修身韩版脚休闲裤9分黑色西装裤男潮流视频,11,1,0,,
139088.jpg,纸包鱼；大虾；龙利鱼,美味纸包鱼满足你的不同口味用做纸包鱼的方式把大虾和龙利鱼完美融合,7,1,0,,
139091.jpg,管理软件；广告公关公司,广告公关公司适合用什么管理软件,6,1,0,1.0,
139092.jpg,最美的雪景；大雪天,正是因为他们 大家才能在这样大雪天里 享受最美的雪景,5,3,0,1.0,
139093.jpg,靓丽气质；透视衬衫；高腰紧身牛仔,"靓丽气质小姐姐,白色透视衬衫美搭淡蓝色高腰紧身牛仔",11,2,0,,
139094.jpg,宽松运动短袖；夏装,中年女装40岁50妈妈夏装洋气两件套装宽松运动短袖t恤上年人衣服,11,1,6,,
139095.jpg,内卫隔断,内卫隔断,15,1,0,1.0,
139096.jpg,元帅；下达任务,凯塞林元帅给胡贝下达了撤出西西里岛的任务,12,3,0,,
139100.jpg,积极向好；疫情防控,"随着疫情防控出现积极向好变化,企业复工复产也正在紧张进行中",5,3,0,,
139102.jpg,庆典；宗祠落成,贵州省安顺市普定县马场镇大窑村龚氏宗祠落成庆典,14,1,0,,
139103.jpg,爆竹；获奖结果,燕赵联坛康宁杯月赛第一期没有爆竹的春节获奖结果公布,3,1,0,,
139106.jpg,龙安浴池,龙安浴池,15,1,0,1.0,
139108.jpg,控制面板；薄膜开关面,大量销售 智能控制面板 薄膜凸起按键面板 薄膜开关面 商家主营,0,1,0,1.0,
139109.jpg,股市；涨停,主线热点题材 强者恒强|股市|涨停_网易订阅,2,1,0,,
139110.jpg,转山,"我们都在路上,一起去转山!",10,3,0,,
139111.jpg,吉利星瑞；合资品牌,吉利星瑞大摆擂台赛挑战世界主流家轿竟力压合资品牌车型,6,1,0,,
139114.jpg,怀孕；内分泌,内分泌|怀孕,8,1,0,,
139115.jpg,营商环境；优化,4要优化营商环境,10,3,0,,
139116.jpg,艾草；草丛,野生艾草散布在草丛处,10,3,0,,
139118.jpg,卢卡-东契奇；运动员,"9张卢卡-东契奇的壁纸,喜欢就收图吧",3,3,0,,
139123.jpg,故事；孩子,"在和孩子一起复述这个故事时,可以引导孩子观察每一页中每个绵羊",9,1,0,,
139125.jpg,多功能家具；小户型,"有趣实用的多功能家具,拯救小户型的神器!",15,3,0,1.0,
139126.jpg,realme；真我x7,"realme真我x7 pro体验:这款""越级旗舰""的确能打",6,1,0,,
139127.jpg,食堂文化礼仪；节约；浪费,食堂文化礼仪饭堂海报店挂图标语光盘行动宣传画节约浪费可耻,7,1,0,,
139128.jpg,水汽；雨,"这些水汽在夏季会以雨的形式落回地面,在冬季则是以降雪的方式出现",10,3,0,,
139129.jpg,老厨；深圳,深圳客家老厨,7,1,0,,
139130.jpg,许褚；断后,"在正史中,曹军大将许褚在南岸阻击关西军,为大部队断后.",14,1,0,,
139131.jpg,双层透明照片,6寸连体双层透明照片插盒职务卡职位牌广告插槽岗位提示牌683,15,1,0,1.0,
139133.jpg,地名图册；滁州市,滁州市地名图册_滁州市地名委员会_孔夫子旧书网,14,1,0,,
139134.jpg,开拓者；篮板,开拓者特制历史前十篮板赠送安东尼全队合影留念生涯最开心的球队之一,3,3,0,,
139138.jpg,学走路；宝宝,"别再牵着宝宝的手学走路了,到时候伤了孩子还不自知,很多爸妈都做过",9,3,0,,
139140.jpg,夏天；肾病患者,"这件事情大家夏天常爱做,但肾病患者要小心",3,1,0,,
139144.jpg,健身；朋友圈,有种健身叫在朋友圈健身,3,3,0,,
139148.jpg,文旅投资目标；浙江,2000亿!浙江2020年文旅投资目标确定,1,1,0,1.0,
139150.jpg,开学；河南,2021年河南9月1号能开学吗2021年河南9月1号能正常开学吗,9,3,0,,
139151.jpg,宝宝赛；海选,"本周宝宝赛海选预告,巴中,平昌首场海选开",9,3,0,,
139152.jpg,份量；甜度；糖,"上次做的份量太少,甜度也不够,今天第二次加的糖多点,甜度刚刚好",7,1,0,,
139154.jpg,网约车；订单量,"这个最为安心,虽然很多地方网约车有过剩的迹象,经常订单量不足",5,1,0,,
139155.jpg,黄铜；龙行天下,"黄铜龙行天下,器型厚重,形制端",14,1,0,,
139156.jpg,摄影,阳光穿过树叶,10,3,0,,
139157.jpg,神舟十三号；飞行任务,执行神舟十三号飞行任务的载人飞船及运,12,2,0,,
139158.jpg,围；草书,围的草书书法图片,14,1,0,,
139163.jpg,贵人鸟；男鞋,贵人鸟男鞋官方授权店跑步鞋男运动鞋男慢跑鞋透气跑鞋男轻便旅游鞋子,3,1,0,,
139164.jpg,数字化车间；智能工厂,温州人本汽轴上榜2019浙江数字化车间/智能工厂拟认定,6,3,0,,
139165.jpg,卖银行卡；被抓；连累孩子,"儿子卖银行卡被抓,七旬母亲怒斥:你这么做害了自己还连累孩子!",5,1,0,,
139166.jpg,巴黎mnm；巴萨msn,分析巴黎mnm不是巴萨msn梅西内少姆皇能否共存,3,3,6,,
139169.jpg,索萨先生；主教练,"作为欧洲少壮派主教练的杰出代表,索萨先生的球队战术多变,打法漂亮",3,1,0,,
139171.jpg,皇帝；杀死,历史上有几个皇帝是被自己儿子杀死的?儿弑父,14,1,0,,
139177.jpg,假警察；诈骗,"德州女子筹集20万元准备转给假警察,真警察来了!",5,1,0,,
139178.jpg,保利山庄；梧桐,保利山庄梧桐,15,1,0,1.0,
139179.jpg,医疗科技；ct螺旋图像,ct螺旋图像处理ge先进医疗科技,6,1,0,,
139181.jpg,杠杆配资,在线配资杠杆配资新玺配资上证指数震荡向上关注3550区域压力,2,1,0,1.0,
139182.jpg,无人机；侦察打击,这款无人机也是一款三发侦察打击于一体的无人机,12,1,0,,
139184.jpg,街头大赛；一年一度,就是一年一度的verva街头大赛,3,3,0,,
139195.jpg,夏季；垂钓,夏季如何垂钓青鱼,15,1,0,1.0,
139196.jpg,手持式探照灯；强光led,华升黑豹防爆手持式探照灯强光led户外巡逻灯充电船用,0,1,0,1.0,
139198.jpg,做饭；饭菜,"做饭并没有天赋,就是最真实的状态,唯独为了你做了一年半",7,1,0,,
139200.jpg,鸭掌；无骨,泰天和去骨鸭掌香辣无骨常德特产鸡爪辣鸭脖鸭翅鸭拐,7,1,0,,
139201.jpg,祥记炒栗,_祥记炒栗25元代金券_百度糯米,7,1,0,,
139205.jpg,改造出租屋；提高归属感,那么提高归属感以及幸福感最好的方法就是改造出租屋,15,1,0,1.0,
139206.jpg,外出人员；返乡创业；政策,菏泽市出台支持外出人员返乡创业20条政策,1,1,0,1.0,
139207.jpg,保龄球爱好者；大家庭,"在他的大家庭里,祖孙三代24人都是保龄球爱好者.",3,3,0,,
139208.jpg,指针式；时钟,指针式时钟,15,1,0,1.0,
139209.jpg,失业金；养老金,领取过的失业金不会从养老金中扣除,5,1,0,,
139210.jpg,特拉奥雷；运动员；热刺队,特拉奥雷英超前两轮哈里61凯恩都没有出现在热刺队的大名单当中,3,3,0,,
139211.jpg,优惠价；花卉种苗批发,大量优惠价供应观叶植物绿精灵合果芋组培苗 广州花卉种苗批发,10,3,0,,
139212.jpg,交通站口；北京环球度假区,北京环球度假区各交通站口26日同步开通,5,3,0,1.0,
139214.jpg,老帅；塔索蒂；回归；教练,"然而这位老帅没有想到,马队与老队友的关系,或许才能让塔索蒂回归.",3,1,0,,
139215.jpg,高中数学；解题技巧,考前必看高中数学函数解题技巧,9,1,0,,
139216.jpg,电话增员；预约话术,电话增员预约话术,9,1,0,,
139218.jpg,执法服务；安全生产,广汉市执法服务持续督促企业落实安全生产,1,3,0,1.0,
139223.jpg,福特；suv两驱,福特翼虎报价全国售 suv两驱如虎添翼,6,1,0,1.0,
139224.jpg,口粮酒；奢侈品,"从原先几块钱的口粮酒,一路上涨,变成了上千元的""奢侈品"".",7,1,0,,
139225.jpg,烟；钱,"这种烟多少钱一条,多少钱一盒,这烟全名是什么?",7,1,0,,
139227.jpg,荣誉称号；全省先进保安服务公司,"安徽中天保安集团荣获""全省先进保安服务公司""荣誉称号",0,1,0,1.0,
139229.jpg,呼和浩特市；阳光分班,呼和浩特市52499名学生参加阳光分班,9,3,0,,
139230.jpg,设备指纹；伪造；篡改,"设备指纹是可以被伪造和篡改的,比如通过浏览器插件",6,1,0,,
139231.jpg,专题研讨；现场教学,"本次现场教学是""外语学院教工党支部组织力提升""专题研讨班第四次",9,3,0,,
139235.jpg,装甲团；最血腥；战斗,这个装甲团在其历史上所经历的最艰难和最血腥的一次战斗,12,3,0,,
139236.jpg,传动工程；流体技术,"配套件及服务提供商:传动工程及流体技术,零配件及部件,服务,检测",0,3,0,1.0,
139237.jpg,中国南方电网；史丹所长,史丹所长一行考察中国南方电网越南永新电厂,1,3,0,1.0,
139239.jpg,杨柳腰；街拍,"街拍;露脐背心搭配高腰开叉微喇裤,尽显""杨柳腰"",妩媚",11,3,0,,
139243.jpg,国际乒联；11分制；发球,"国际乒联从21分制改为现在的11分制,发球改为每回合2发.",3,3,0,,
139244.jpg,克拉克森；运动员；表现,球迷如何看待克拉克森的表现和爵士队的前景,3,3,0,,
139245.jpg,蝴蝶结；蕾丝,"蝴蝶结用镂空的蕾丝来演绎,错综复杂的织线交汇处各种",11,1,0,1.0,
139248.jpg,电机功率；日常驾驶,"对于大部分人日常驾驶,它的电机功率是完全够用的",6,1,0,,
139249.jpg,沉香；祛病,"沉香养身,祛病良药",8,1,0,,
139250.jpg,住房公积金账户；提取,职工可根据本人住房公积金账户余额和实际房租在最高月提取限额内选择,5,1,0,,
139252.jpg,立夏；小满；芒种；夏至,"立夏桑果象樱桃,小满养蚕又种田, 芒种玉秧放庭前,夏至稻花如白练",14,1,0,,
139253.jpg,立领；制服,立领制服,11,3,0,,
139256.jpg,招商蛇口；2000亿,赢站2000亿!招商蛇口2019年度营销年会聚焦质效提升,2,1,0,,
139257.jpg,明仕田园；喀斯特地貌,"明仕田园山明水秀,风光隽美清逸,拥有桂南地区典型的喀斯特地貌.",10,3,0,,
139259.jpg,钢瓶；检查；年份,"首先要在门口检查钢瓶的年份,看是否符合要求.",0,3,0,1.0,
139260.jpg,吴小晖；没收财产,大结局!吴小晖判了18年没收财产105亿,13,1,0,,
139261.jpg,瓷砖铺贴,壹号900*900mm规格系列瓷砖铺贴应用,15,3,0,1.0,
139265.jpg,刻纹铜器；岭南地区,"这种刻纹铜器不是大连产品,而是来自岭南地区的广西合浦一带.",14,1,0,,
139266.jpg,施工状况；实拍,最新实拍施工状况来了,10,3,0,1.0,
139267.jpg,清洁能源；冬奥,清洁能源让冬奥更璀璨——国网冀北电力服务冬奥会,6,1,0,,
139270.jpg,奥运羽毛球；国羽,奥运羽毛球成绩出炉!国羽锁定决赛1席位,3,1,0,,
139272.jpg,调宿；开学；办理,"如需调宿,请在开学后按照相关流程办理.",9,3,0,,
139274.jpg,木化石；价格,木化石_价格20.0000元,14,1,0,,
139275.jpg,特殊疗法；社保范围,"很多大病的特殊疗法和药品大多都不在社保范围内,商保是社保的补充",8,1,0,,
139276.jpg,电闸；总开关；推不上,家里电闸总开关一直推不上去怎么办,15,1,0,1.0,
139277.jpg,京客隆超市；生活配套,"紧挨项目北边有京客隆超市等生活配套,远些的有颐堤港,蓝色港湾",10,3,0,,
139279.jpg,中国旗袍展；时装秀,中国旗袍展和时装秀再度亮相爱丁堡,11,3,0,,
139280.jpg,欧洲杯；夺冠；意大利队,即使欧洲杯夺冠也改变不了二流球队印象意大利队不冤,3,3,0,,
139281.jpg,满帮集；股价；跌,满帮集团股价最低跌至14,2,1,0,,
139284.jpg,数字化战略；企业发展规划；东岭集团,东岭集团已经将数字化战略加入企业发展规划,6,3,0,,
139285.jpg,运动；防护,"在运动的过程当中,要做好相应的防护",8,1,0,,
139286.jpg,教育机构；学府；深度合作,"教育机构成立以来,与多家著名学府和众多知名培训机构建立了深度合作",9,1,0,,
139287.jpg,巴寡妇清；巫族,"我们推测巴寡妇清的家族是一个很有威望的巫族,或者就是巴寡妇清会",10,3,0,,
139293.jpg,少林禅武；禅武医宗师,纪念禅武医宗师行性禅师圆寂十周年少林禅武医网上学习,14,3,0,1.0,
139294.jpg,曲宗帅；运动员；主力,曲宗帅经过排超和全运会锤炼成功完成从替补到主力蜕变,3,3,0,,
139295.jpg,凶手；市民；击打,洛阳市民挥拳击打杀害李翔的凶手,5,1,0,,
139298.jpg,英超联赛；利物浦；伯恩利,英超联赛202108211930利物浦vs伯恩利,3,3,5,,
139301.jpg,上市艺术家；画家；管敬革,"2018画家管敬革入驻上市市场,成为上市艺术家.",14,1,0,1.0,
139302.jpg,深圳；现代的,"以后看到的将是一个现代的,全新的,蒸蒸日上的深圳!",10,3,0,,
139303.jpg,不锈钢；保温桶,不锈钢超长保温桶商用米饭保温桶汤桶开水桶豆浆桶茶,15,1,0,1.0,
139305.jpg,十二长生；奇门,不懂十二长生怎么敢说懂奇门,14,1,0,,
139306.jpg,打垮；对手,"竟用个人能力把对手打垮,对得起球迷支持",3,3,0,,
139307.jpg,壁画；拉斯科洞穴；复原,拉斯科洞穴壁画复原展,14,1,0,,
139308.jpg,机械与动力工程学院；毛帅；尹静一,机械与动力工程学院编辑:毛帅，尹静一,9,3,0,,
139310.jpg,达古冰山；冬季,2015达古冰山景区执行冬季售票时间日期,10,1,0,,
139312.jpg,预警系统；不确定性,"让所有知情的人员倒吸一口凉气,很快这套预警系统因为充满不确定性而",14,3,0,,
139314.jpg,风暴；屋顶；撕毁,前一天晚上数次风暴期间大风将许多建筑物的屋顶撕毁,5,3,0,,
139318.jpg,詹姆斯；绝杀,三年前的今天詹姆斯打板抛投压哨绝杀猛龙,3,3,0,,
139320.jpg,点球大战；英格兰铁卫；皮尔斯；罚失点球,"最终,在点球大战中,英格兰铁卫,现英格兰u21主帅皮尔斯罚失点球",3,3,0,,
139323.jpg,铁皮柜；钢制；加厚,钢制加厚拆装铁皮柜文件柜资料柜彩色储物柜凭证柜办公柜矮柜带锁,15,3,0,1.0,
139324.jpg,安全阀；先导式,a46f先导式安全阀,0,1,0,1.0,
139325.jpg,借款合同；银行,2021个人向银行借款合同(官方版),2,1,0,1.0,
139326.jpg,睫毛；眼线笔,徒手画下睫毛xixi极细眼线笔彩色黑色不晕染持久防水,11,1,0,,
139327.jpg,奶瓶；奶嘴；美国原装,美国原装正品comotomo奶瓶配件可么多么奶嘴3滴y型宽,7,1,0,,
139330.jpg,夕阳；山坡,夕阳和山坡,10,3,0,,
139332.jpg,七律名篇；感情细腻,"感情细腻动人,章法严密,对仗工整,用语婉转,堪为七律名篇.",14,1,0,,
139333.jpg,车身高度；传感器,"车身高度传感器一端与导芰接,另一端与h形下摆臂连接",0,1,0,1.0,
139335.jpg,阅读；深入思考,希望你们在阅读中能够体会到作者深入思考与重塑自我的心路历程,9,3,0,,
139336.jpg,电大；学历,初中生可以报什么学历?电大是什么学校?怎么报名?,9,1,0,,
139339.jpg,商家红黑榜,四月淮安区商家红黑榜,7,1,0,,
139341.jpg,工作台；可移动工具车,浦丰柜业浦丰钳工工作台抽屉式工具柜可移动工具车性价比更高,0,3,0,1.0,
139342.jpg,红旗e-hs3；量产版,"据悉,红旗e-hs3量产版有望在年内推出,让我们拭目以待吧.",6,3,0,1.0,
139343.jpg,高考历史；复习；宋明理学,2014届高考历史一轮复习课件第十七单元第2讲宋明理学,9,1,0,,
139344.jpg,矩形锁；叶片锁芯,矩形锁原子锁芯 叶片锁芯 各种锁芯锁头研发定制图片_11,0,1,0,1.0,
139345.jpg,万象春天；景观,细节决定成败 万象春天小区景观细节盘点,10,3,0,,
139346.jpg,戒毒人员；回归社会,"打通戒毒人员回归社会""最后一公里""",1,3,0,1.0,
139351.jpg,汽车；戴上口罩,"由于汽车并不能完全隔绝外界空气,所以车主在车内最好也是戴上口罩",6,3,0,1.0,
139352.jpg,毕业生；简历,"毕业生或者求职者在制作简历时,可以先用思维导图做一个基本的信息",9,1,0,1.0,
139354.jpg,铜像；伟大工程,铜像展览,14,3,0,,
139356.jpg,人体感应灯；led,人灯人即灯夜小人体楼道节能灭智能走充电来亮即卧室,15,1,0,1.0,
139359.jpg,贝爷；野外求生,贝爷痛苦的吃东西,7,1,3,,
139360.jpg,百年孤独；人物关系图普,百年孤独人物关系图普,9,1,0,,
139365.jpg,羊肉串；烤鸡翅串,羊肉串 烤鸡翅串,7,1,0,,
139366.jpg,情趣用品；挑逗；女生,一名男生甚至拿着手里的情趣用品挑逗起了面前的女生,5,1,0,,
139367.jpg,世间净土；怒江大峡谷,世间净土 人神共居之地——怒江大峡谷丙中洛自驾游记,10,3,0,,
139372.jpg,销售终端；导入方案,销售终端管控模式导入方案ppt,2,1,0,1.0,
139373.jpg,大学；整容院,"大学是所整容院,想变美,戳这里",11,1,0,1.0,
139375.jpg,发票；违规；尚可佳宾馆,许昌魏都尚可佳宾馆违规收费虚开增值税发票,5,1,0,,
139376.jpg,初中；物理知识点,"初中物理知识点图集,赶紧收藏_斯坦",9,1,0,,
139378.jpg,东站派出所；保卫工作,"在东站派出所工作期间,当时该所承担着火车站附近的保卫工作",13,3,0,1.0,
139381.jpg,汽车大赛；严重事故,【环球时报综合报道】美国纳斯卡汽车大赛23日发生严重事故,3,3,0,,
139382.jpg,敦煌壁画；传统家具,从敦煌壁画看中国的传统家具,14,1,0,,
139383.jpg,坠楼身亡；学校；女生,"体罚?12岁女生学校坠楼身亡,父亲看到监控后崩溃",9,1,0,,
139384.jpg,吃火锅；宿舍；高校女生,云南昆明安宁的一名高校女生将舍友在宿舍吃火锅的视频发布,9,1,0,,
139385.jpg,裁判长；竞赛；宣布比赛成绩,本次竞赛裁判长省委网信办副主任宣布比赛成绩,3,1,0,,
139388.jpg,康复；治疗；悠久历史,让犬只协助开展康复和治疗工作在西方有着悠久的历史,10,3,0,,
139391.jpg,天津落户；人才引进；积分落户,"天津落户目前分为两大类,一类是人才引进,另一类是积分落户.",1,1,6,1.0,
139393.jpg,香港金管局；虚拟银行牌照,香港金管局:争取明年首季开始发出虚拟银行牌照 没有定名额,2,1,0,,
139394.jpg,茶,"茶如人生,淡中有味,   虚怀若谷,怡然自得.",14,1,0,,
139396.jpg,汉兰达；内饰,丰田汉兰达内饰改装航空座椅效果图片,15,1,0,1.0,
139397.jpg,奔腾；旗舰车型,有幸提前试驾了这款备受关注的奔腾中大型旗舰车型,6,1,0,,
139398.jpg,灭火器；结构简单,"该系列灭火器具有结构简单,操作灵活应用广泛,使用方便,价格低廉等",6,1,0,1.0,
139399.jpg,苗期；长势缓慢；分蘖,"苗期在5叶前长势缓慢,5叶后生长转快开始分蘖.",10,3,0,,
139401.jpg,彼爱姆；熔点仪,bm彼爱姆熔点仪wrr40280最小读数011台,6,1,0,1.0,
139402.jpg,品牌方；宽容；此类行为,"那么,品牌方能否对此类行为""宽容""待之呢?",5,1,0,,
